epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
93,9522.92,0.29066,0.21176,0.82464,0.99971,0.99897,0.995,0.99484,0.11337,0.15138,0.63053,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,9718.1,0.28835,0.21096,0.82001,0.99975,0.99897,0.995,0.99483,0.11293,0.14733,0.63046,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,9913.25,0.29262,0.2118,0.82333,0.99976,0.99897,0.995,0.99482,0.11248,0.14306,0.63043,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,10109,0.28835,0.20951,0.82194,0.9998,0.99897,0.995,0.99483,0.11258,0.13518,0.63045,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,10304.2,0.2909,0.2088,0.82305,0.99982,0.99897,0.995,0.99484,0.11243,0.13185,0.6304,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,10499.4,0.28454,0.20647,0.81755,0.99984,0.99897,0.995,0.99484,0.11272,0.12994,0.63038,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,10694.6,0.2874,0.21012,0.82453,0.99986,0.99897,0.995,0.99485,0.11283,0.13205,0.63035,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,10889.5,0.28549,0.20612,0.82212,0.99987,0.99897,0.995,0.99483,0.1123,0.1327,0.63035,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,11086.7,0.28652,0.20694,0.8211,0.99986,0.99897,0.995,0.99485,0.11216,0.13158,0.63027,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,11282.2,0.28176,0.20628,0.82072,0.99987,0.99897,0.995,0.99486,0.11299,0.12756,0.63027,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,11478,0.28673,0.20794,0.82132,0.99987,0.99897,0.995,0.99487,0.1132,0.12406,0.63028,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,11674.3,0.28437,0.20803,0.82297,0.99903,0.99979,0.995,0.99488,0.11307,0.12361,0.63025,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,11869.9,0.28325,0.20595,0.82326,0.9999,0.99902,0.995,0.99489,0.11314,0.12279,0.63024,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,12065.3,0.28201,0.20353,0.82161,0.9999,0.99904,0.995,0.9949,0.11315,0.1245,0.63019,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,12260.8,0.27736,0.20172,0.81894,0.9999,0.99905,0.995,0.99488,0.11335,0.12657,0.6302,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,12456.5,0.2828,0.20404,0.8243,0.9999,0.99906,0.995,0.99488,0.11354,0.12598,0.63021,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,12651.9,0.28495,0.2068,0.82139,0.9999,0.9991,0.995,0.99488,0.11362,0.12828,0.63018,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,12846.9,0.28095,0.20206,0.81979,0.9999,0.99911,0.995,0.99488,0.11336,0.1297,0.63015,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,13042.6,0.28217,0.20497,0.8245,0.99989,0.99918,0.995,0.99488,0.11314,0.13096,0.6301,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,13238,0.28,0.20175,0.82189,0.99984,0.99918,0.995,0.9949,0.11274,0.13339,0.63009,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,13433.9,0.28131,0.20568,0.81927,0.99987,0.99918,0.995,0.99491,0.11232,0.13398,0.63005,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,13629.2,0.28027,0.20427,0.8208,0.99989,0.99918,0.995,0.99491,0.11221,0.1362,0.63001,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,13824.7,0.27813,0.20354,0.81908,0.99988,0.99918,0.995,0.99491,0.112,0.13626,0.63001,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,14020.3,0.27461,0.2002,0.82017,0.99986,0.99918,0.995,0.9949,0.11207,0.13781,0.63003,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,14216.3,0.27643,0.20055,0.82165,0.99984,0.99918,0.995,0.9949,0.11217,0.13911,0.63003,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,14411.5,0.27569,0.20072,0.81706,0.99984,0.99918,0.995,0.99491,0.11229,0.13803,0.62999,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,14607.1,0.27893,0.20231,0.81846,0.99984,0.99918,0.995,0.9949,0.1121,0.13793,0.62993,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,14801.7,0.28083,0.20464,0.82077,0.99983,0.99918,0.995,0.99492,0.11167,0.13671,0.62989,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,14995.9,0.27801,0.20046,0.82162,0.99983,0.99918,0.995,0.99493,0.1113,0.13448,0.62987,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,15190.1,0.28134,0.20372,0.82008,0.99983,0.99918,0.995,0.99492,0.11138,0.13472,0.62985,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,15383.7,0.27518,0.20099,0.82062,0.99983,0.99918,0.995,0.99493,0.11111,0.13532,0.62984,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,15577.6,0.27615,0.19986,0.82182,0.99983,0.99918,0.995,0.99494,0.11118,0.1354,0.62985,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,15770.7,0.27577,0.20067,0.82045,0.99983,0.99918,0.995,0.99492,0.11092,0.13555,0.6298,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,15963.3,0.27608,0.19923,0.81825,0.99982,0.99918,0.995,0.99492,0.11082,0.13657,0.62978,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,16158.4,0.27499,0.20025,0.82163,0.99979,0.99918,0.995,0.99493,0.11072,0.1357,0.62975,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,16353.5,0.27064,0.19834,0.8184,0.99973,0.99918,0.995,0.99491,0.11046,0.13583,0.62975,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,16547.9,0.2718,0.19806,0.81779,0.99969,0.99918,0.995,0.99491,0.11021,0.13691,0.62971,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
